participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.time_for_initial_decision,player.time_for_decision_when_disagreement_occurred,player.intermediary_payoff,player.written_outcome,player.initial_decision,player.phrase,player.sentence,player.senses,player.decision,group.id_in_subsession,group.is_initial_agreement,group.is_eventual_agreement,group.is_golden_label,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
55,s2efj5h6,00020551b2--62a70dfc3e4bbc46d7b6420a,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:27.853780+00:00,1,,,50,1,,10,,99.43224,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,18,1,1,,10,v8jw39uu,,,,,0
56,6sb9bf96,00020551b2--62a70da0111d247825ed62d2,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:37.793095+00:00,1,,,60,2,,10,,98.666535,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,19,1,1,,10,v8jw39uu,,,,,0
57,891f8adi,00020551b2--62a70d987381995fb9911d69,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:41.544927+00:00,1,,,60,1,,10,,96.56036,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,19,1,1,,10,v8jw39uu,,,,,0
58,1q2fc52f,00020551b2--62a70e12e3af0f15c4b93e5a,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:48.965714+00:00,1,,,50,1,,0,196.096883,98.160091,0,Your team disagrees,0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,17,0,0,,10,v8jw39uu,,,,,0
59,0x43kvlb,00020551b2--62a70e12598d17774f2549dd,0,95,95,last,Last,2022-06-13 10:14:50.148599+00:00,1,,,46,3,,10,,40.561782,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,19,1,1,,10,v8jw39uu,,,,,0
60,x9hjgeqd,00020551b2--62a70e20276629520ee31c47,0,92,95,wsd_app,FinalResults,2022-06-13 10:15:02.841005+00:00,1,,,43,2,,10,,98.763561,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,18,1,1,,10,v8jw39uu,,,,,0
61,98yz5q6m,00020551b2--62a70e2c4743eb3092494571,0,94,95,last,BlockedByOther,2022-06-13 10:15:21.555576+00:00,1,,,0,61,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
62,yrgu65yb,00020551b2--62a70e3ff82b486934b4148e,0,92,95,wsd_app,FinalResults,2022-06-13 10:15:41.143827+00:00,1,,,70,2,,10,,98.302771,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,21,1,1,,10,v8jw39uu,,,,,0
63,2zms96nz,00020551b2--62a70e753f40b64178aa38fd,0,95,95,last,Last,2022-06-13 10:16:46.500135+00:00,1,,,43,3,,10,,28.55801,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,20,1,1,,10,v8jw39uu,,,,,0
64,5f63ufca,00020551b2--62a70ea6276629520ee32c59,0,95,95,last,Last,2022-06-13 10:17:31.288762+00:00,1,,,43,1,,10,,43.480891,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,20,1,1,,10,v8jw39uu,,,,,0
65,1pfst8hc,00020551b2--62a70ec2f10f623a73c3ae1e,0,95,95,last,Last,2022-06-13 10:17:56.129898+00:00,1,,,43,2,,10,,62.660944,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,20,1,1,,10,v8jw39uu,,,,,0
66,r2ivckf6,00020551b2--62a70ec94743eb3092494924,0,92,95,wsd_app,FinalResults,2022-06-13 10:18:09.856606+00:00,1,,,70,1,,10,,98.346957,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,21,1,1,,10,v8jw39uu,,,,,0
67,yk70t7il,00020551b2--62a70eefc6f5d259c5403ffb,0,92,95,wsd_app,FinalResults,2022-06-13 10:18:34.373019+00:00,1,,,70,3,,10,,98.461195,10,"Your team agrees with you, congratulations!",0,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",0,21,1,1,,10,v8jw39uu,,,,,0
68,02kfpswg,00020551b2--62a70ef8111d247825ed736b,0,94,95,last,BlockedByOther,2022-06-13 10:19:17.314154+00:00,1,,,0,68,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
69,bb55yfe5,00020551b2--62a70e7d037a78554529741b,0,94,95,last,BlockedByOther,2022-06-13 10:20:06.566644+00:00,1,,,0,69,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
70,iq5zqx9a,,0,0,95,,,,0,,,0,70,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
71,fjdmbels,,0,0,95,,,,0,,,0,71,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
72,9a8t9nv5,,0,0,95,,,,0,,,0,72,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
73,hwi782ma,,0,0,95,,,,0,,,0,73,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
74,qv5lbygv,,0,0,95,,,,0,,,0,74,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
75,e5lhj78a,,0,0,95,,,,0,,,0,75,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
76,6bf0cyqk,,0,0,95,,,,0,,,0,76,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
77,eevjjbpn,,0,0,95,,,,0,,,0,77,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
78,wa4o6yls,,0,0,95,,,,0,,,0,78,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
79,8yffde5v,,0,0,95,,,,0,,,0,79,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
80,3w6wig2k,,0,0,95,,,,0,,,0,80,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
81,2es727k4,,0,0,95,,,,0,,,0,81,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
82,byotkcfq,,0,0,95,,,,0,,,0,82,,0,,,,,,descending,"Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.","move downward and lower, but not necessarily all the way;;come from; be connected by a relationship of blood, for example;;do something that one considers to be below one's dignity;;come as if by falling",,1,,,,10,v8jw39uu,,,,,0
